Timestamp,Username,"IP Address","Service Name",Operation,Resource,Allowed,Impersonator,Family,Qualifier,"Delegation Token ID",Destination,Permissions,Source,"Usage Type","Operation Text",url,Privilege,"Query ID","Session ID",Status,"Database Name","Object Type","Resource Path","Table Name"
"2019-11-30T01:45:47.145Z",anonymous,10.67.59.24,hive,QUERY,"bddladm:adm_monitor_blocks",true,,,,,,,,,"INSERT INTO bddladm.adm_monitor_blocks VALUES (11772,'2019-11-29 19:45:10','2019-11-29','19:45:10','','','','','','','','Sin Bloqueo','','','','','','')",,,,,,bddladm,TABLE,"/user/hive/warehouse/bddladm.db/adm_monitor_blocks",adm_monitor_blocks
"2019-11-30T01:45:31.305Z",anonymous,10.67.59.24,hive,QUERY,"bddladm:adm_monitor_blocks",true,,,,,,,,,"SELECT max (id) from bddladm.adm_monitor_blocks",,,,,,bddladm,TABLE,"/user/hive/warehouse/bddladm.db/adm_monitor_blocks",adm_monitor_blocks
"2019-11-30T01:45:31.305Z",anonymous,10.67.59.24,hive,QUERY,:,true,,,,,,,,,"SELECT max (id) from bddladm.adm_monitor_blocks",,,,,,,DFS_DIR,"/tmp/hive/anonymous/ba013bfc-8113-4024-a91d-fa0da1898a01/hive_2019-11-29_19-45-13_193_7799302815810050579-275927/-mr-10000",
"2019-11-30T01:30:48.897Z",anonymous,10.67.59.20,hive,QUERY,"bddladm:adm_monitor_blocks",true,,,,,,,,,"INSERT INTO bddladm.adm_monitor_blocks VALUES (11771,'2019-11-29 19:30:10','2019-11-29','19:30:10','','','','','','','','Sin Bloqueo','','','','','','')",,,,,,bddladm,TABLE,"/user/hive/warehouse/bddladm.db/adm_monitor_blocks",adm_monitor_blocks
"2019-11-30T01:30:33.037Z",anonymous,10.67.59.20,hive,QUERY,"bddladm:adm_monitor_blocks",true,,,,,,,,,"SELECT max (id) from bddladm.adm_monitor_blocks",,,,,,bddladm,TABLE,"/user/hive/warehouse/bddladm.db/adm_monitor_blocks",adm_monitor_blocks
"2019-11-30T01:30:33.037Z",anonymous,10.67.59.20,hive,QUERY,:,true,,,,,,,,,"SELECT max (id) from bddladm.adm_monitor_blocks",,,,,,,DFS_DIR,"/tmp/hive/anonymous/605017b6-517d-4020-89ec-17b9a123bfe6/hive_2019-11-29_19-30-13_902_7378392781199949217-275924/-mr-10000",
"2019-11-30T01:15:47.137Z",anonymous,10.67.59.26,hive,QUERY,"bddladm:adm_monitor_blocks",true,,,,,,,,,"INSERT INTO bddladm.adm_monitor_blocks VALUES (11770,'2019-11-29 19:15:10','2019-11-29','19:15:10','','','','','','','','Sin Bloqueo','','','','','','')",,,,,,bddladm,TABLE,"/user/hive/warehouse/bddladm.db/adm_monitor_blocks",adm_monitor_blocks
"2019-11-30T01:15:32.488Z",anonymous,10.67.59.26,hive,QUERY,"bddladm:adm_monitor_blocks",true,,,,,,,,,"SELECT max (id) from bddladm.adm_monitor_blocks",,,,,,bddladm,TABLE,"/user/hive/warehouse/bddladm.db/adm_monitor_blocks",adm_monitor_blocks
"2019-11-30T01:15:32.488Z",anonymous,10.67.59.26,hive,QUERY,:,true,,,,,,,,,"SELECT max (id) from bddladm.adm_monitor_blocks",,,,,,,DFS_DIR,"/tmp/hive/anonymous/6d2cd8d1-8f49-415b-8c0c-8a6cf891c015/hive_2019-11-29_19-15-13_446_2306134067801144644-275900/-mr-10000",
"2019-11-30T01:00:47.557Z",anonymous,10.67.59.15,hive,QUERY,"bddladm:adm_monitor_blocks",true,,,,,,,,,"INSERT INTO bddladm.adm_monitor_blocks VALUES (11769,'2019-11-29 19:00:12','2019-11-29','19:00:12','','','','','','','','Sin Bloqueo','','','','','','')",,,,,,bddladm,TABLE,"/user/hive/warehouse/bddladm.db/adm_monitor_blocks",adm_monitor_blocks
