Timestamp,Username,"IP Address","Service Name",Operation,Resource,Allowed,Impersonator,Family,Qualifier,"Delegation Token ID",Destination,Permissions,Source,"Usage Type","Operation Text",url,Privilege,"Query ID","Session ID",Status,"Database Name","Object Type","Resource Path","Table Name"
"2019-11-29T01:50:36.000Z",avplanas,10.67.59.12,impala,QUERY,null:null,true,,,,,,,,,GET_TABLES,,,"1c403c8261192316:146ec3c500000000","994f9eaa3de8fa18:ee44587b050f59c",,,,,
"2019-11-29T01:50:24.000Z",avplanas,10.67.59.12,impala,QUERY,null:null,true,,,,,,,,,GET_TABLES,,,"454f3e95c3f04788:a233dc2800000000","994f9eaa3de8fa18:ee44587b050f59c",,,,,
"2019-11-29T01:50:17.000Z",avplanas,10.67.59.12,impala,QUERY,null:null,true,,,,,,,,,GET_TABLES,,,"2640784f5b36c877:840930ae00000000","994f9eaa3de8fa18:ee44587b050f59c",,,,,
"2019-11-29T01:50:15.000Z",avplanas,10.67.59.12,impala,QUERY,null:null,true,,,,,,,,,GET_SCHEMAS,,,"52434959f7dffd53:cd182a7d00000000","994f9eaa3de8fa18:ee44587b050f59c",,,,,
"2019-11-29T01:45:47.641Z",anonymous,10.67.59.21,hive,QUERY,"bddladm:adm_monitor_blocks",true,,,,,,,,,"INSERT INTO bddladm.adm_monitor_blocks VALUES (11676,'2019-11-28 19:45:11','2019-11-28','19:45:11','','','','','','','','Sin Bloqueo','','','','','','')",,,,,,bddladm,TABLE,"/user/hive/warehouse/bddladm.db/adm_monitor_blocks",adm_monitor_blocks
"2019-11-29T01:45:31.967Z",anonymous,10.67.59.21,hive,QUERY,"bddladm:adm_monitor_blocks",true,,,,,,,,,"SELECT max (id) from bddladm.adm_monitor_blocks",,,,,,bddladm,TABLE,"/user/hive/warehouse/bddladm.db/adm_monitor_blocks",adm_monitor_blocks
"2019-11-29T01:45:31.967Z",anonymous,10.67.59.21,hive,QUERY,:,true,,,,,,,,,"SELECT max (id) from bddladm.adm_monitor_blocks",,,,,,,DFS_DIR,"/tmp/hive/anonymous/521b7bc0-0e17-4fd4-b140-bc1c40cbfce5/hive_2019-11-28_19-45-13_852_8571038162445449147-273115/-mr-10000",
"2019-11-29T01:41:09.000Z",imedrano,10.67.59.12,impala,QUERY,bddlcru:kcgm13t,true,,,,,,,,,"                   select distinct	                            t24.cdsinies,                              1-(t13.popacoac/100) as pocoaseg,                             t13.cdfiliac 							,case 								when t13.cdfiliac in ('0002103504')  and trim(t24.inticoas ) = 'C' then 1-(t13.popacoac/100)	---Banamex	'0002103504' 								else 0 							end 	as porc_para_tomado  						   ,case 								when t13.cdfiliac in ('0002103504','0009899754')   and trim(t24.inticoas ) = 'C' then 1-(t13.popacoac/100)	---Santander  '0009899754' 								else 0 							end 	as porc_para_cedido                     from                         (	select distinct cdsinies,  inticoas, pocoaseg 							from bddlcru.krem24t 							where  trim(inticoas ) = 'C' 							union 							select distinct cdsinies,  inticoas, pocoaseg 							from bddlcru.krem24h 							where  trim(inticoas ) = 'C'   						) as t24                     inner join                         (	                               select distinct                                  m13.cdsinies,                                   m13.cdfiliac,                                   m13.popacoac 						      from 	( select  distinct cdsinies,cdfiliac, popacoac 									    from bddlcru.kcgm13t 									      where  									           cdfiliac <>	'0013071808' 									      and  popacoac <> 0     									) as m13 						) t13 					on  trim(t24.cdsinies) = trim(t13.cdsinies)",,SELECT,"9d4dafe959db5440:4c46752300000000","dc448bb433a2b48a:13ae36999e57a59a","Query 9d4dafe959db5440:4c46752300000000 expired due to client inactivity (timeout is 10m)
",bddlcru,TABLE,,kcgm13t
"2019-11-29T01:41:09.000Z",imedrano,10.67.59.12,impala,QUERY,bddlcru:krem24h,true,,,,,,,,,"                   select distinct	                            t24.cdsinies,                              1-(t13.popacoac/100) as pocoaseg,                             t13.cdfiliac 							,case 								when t13.cdfiliac in ('0002103504')  and trim(t24.inticoas ) = 'C' then 1-(t13.popacoac/100)	---Banamex	'0002103504' 								else 0 							end 	as porc_para_tomado  						   ,case 								when t13.cdfiliac in ('0002103504','0009899754')   and trim(t24.inticoas ) = 'C' then 1-(t13.popacoac/100)	---Santander  '0009899754' 								else 0 							end 	as porc_para_cedido                     from                         (	select distinct cdsinies,  inticoas, pocoaseg 							from bddlcru.krem24t 							where  trim(inticoas ) = 'C' 							union 							select distinct cdsinies,  inticoas, pocoaseg 							from bddlcru.krem24h 							where  trim(inticoas ) = 'C'   						) as t24                     inner join                         (	                               select distinct                                  m13.cdsinies,                                   m13.cdfiliac,                                   m13.popacoac 						      from 	( select  distinct cdsinies,cdfiliac, popacoac 									    from bddlcru.kcgm13t 									      where  									           cdfiliac <>	'0013071808' 									      and  popacoac <> 0     									) as m13 						) t13 					on  trim(t24.cdsinies) = trim(t13.cdsinies)",,SELECT,"9d4dafe959db5440:4c46752300000000","dc448bb433a2b48a:13ae36999e57a59a","Query 9d4dafe959db5440:4c46752300000000 expired due to client inactivity (timeout is 10m)
",bddlcru,TABLE,,krem24h
"2019-11-29T01:41:09.000Z",imedrano,10.67.59.12,impala,QUERY,bddlcru:krem24t,true,,,,,,,,,"                   select distinct	                            t24.cdsinies,                              1-(t13.popacoac/100) as pocoaseg,                             t13.cdfiliac 							,case 								when t13.cdfiliac in ('0002103504')  and trim(t24.inticoas ) = 'C' then 1-(t13.popacoac/100)	---Banamex	'0002103504' 								else 0 							end 	as porc_para_tomado  						   ,case 								when t13.cdfiliac in ('0002103504','0009899754')   and trim(t24.inticoas ) = 'C' then 1-(t13.popacoac/100)	---Santander  '0009899754' 								else 0 							end 	as porc_para_cedido                     from                         (	select distinct cdsinies,  inticoas, pocoaseg 							from bddlcru.krem24t 							where  trim(inticoas ) = 'C' 							union 							select distinct cdsinies,  inticoas, pocoaseg 							from bddlcru.krem24h 							where  trim(inticoas ) = 'C'   						) as t24                     inner join                         (	                               select distinct                                  m13.cdsinies,                                   m13.cdfiliac,                                   m13.popacoac 						      from 	( select  distinct cdsinies,cdfiliac, popacoac 									    from bddlcru.kcgm13t 									      where  									           cdfiliac <>	'0013071808' 									      and  popacoac <> 0     									) as m13 						) t13 					on  trim(t24.cdsinies) = trim(t13.cdsinies)",,SELECT,"9d4dafe959db5440:4c46752300000000","dc448bb433a2b48a:13ae36999e57a59a","Query 9d4dafe959db5440:4c46752300000000 expired due to client inactivity (timeout is 10m)
",bddlcru,TABLE,,krem24t
