Timestamp,Username,"IP Address","Service Name",Operation,Resource,Allowed,Impersonator,Family,Qualifier,"Delegation Token ID",Destination,Permissions,Source,"Usage Type","Operation Text",url,Privilege,"Query ID","Session ID",Status,"Database Name","Object Type","Resource Path","Table Name"
"2019-11-27T01:58:24.000Z",usrdes01,10.67.59.12,impala,QUERY,"bddldes:aut_mec_reserva_siniestro_261119_1",true,,,,,,,,,"select count (*)  from bddldes.aut_mec_reserva_siniestro_261119_1",,SELECT,"864d2fb5cbaf0f0b:1d79d25f00000000","1f458b610f3a86cc:22ba567e4f2d0791",,bddldes,TABLE,,"aut_mec_reserva_siniestro_261119_1"
"2019-11-27T01:57:50.000Z",usrdes01,10.67.59.12,impala,QUERY,"bddldes:aut_reserva_salvamento_261119",true,,,,,,,,,"select cve_siniestro, num_movimiento,fch_contable, cve_cobertura_tarificable, cve_cobertura_afecta, num_afectado,cve_moneda,count(*) from bddldes.aut_reserva_salvamento_261119 group by cve_siniestro, num_movimiento,  fch_contable,cve_cobertura_tarificable,cve_cobertura_afecta,num_afectado,cve_moneda having count(*) > 1",,SELECT,"ba4817a090e9d576:5ebaaf7d00000000","1f458b610f3a86cc:22ba567e4f2d0791","Query ba4817a090e9d576:5ebaaf7d00000000 expired due to client inactivity (timeout is 10m)
",bddldes,TABLE,,"aut_reserva_salvamento_261119"
"2019-11-27T01:57:19.000Z",usrdes01,10.67.59.12,impala,QUERY,"bddldes:aut_reserva_salvamento_261119",true,,,,,,,,,"select cve_siniestro, num_movimiento,fch_contable, cve_cobertura_tarificable, cve_cobertura_afecta, num_afectado,cve_moneda,count(*) from bddldes.aut_reserva_salvamento_261119 group by cve_siniestro, num_movimiento,  fch_contable,cve_cobertura_tarificable,cve_cobertura_afecta,num_afectado,cve_moneda having count(*) > 1",,SELECT,"284425f35c1f9ee8:47cce40e00000000","1f458b610f3a86cc:22ba567e4f2d0791",,bddldes,TABLE,,"aut_reserva_salvamento_261119"
"2019-11-27T01:57:11.000Z",usrdes01,10.67.59.12,impala,QUERY,null:null,true,,,,,,,,,GET_TABLES,,,"e843c772e5bce430:78d5e58300000000","1f458b610f3a86cc:22ba567e4f2d0791",,,,,
"2019-11-27T01:51:15.000Z",usrdes01,10.67.59.12,impala,QUERY,"bddldes:aut_mec_reserva_siniestro_261119_1",true,,,,,,,,,"select count (*)  from bddldes.aut_mec_reserva_siniestro_261119_1",,SELECT,"594522e50c776e0d:539713f100000000","1f458b610f3a86cc:22ba567e4f2d0791",,bddldes,TABLE,,"aut_mec_reserva_siniestro_261119_1"
"2019-11-27T01:51:02.000Z",usrdes01,10.67.59.12,impala,QUERY,null:null,true,,,,,,,,,GET_TABLES,,,"2144270da9060274:1627fbf000000000","1f458b610f3a86cc:22ba567e4f2d0791",,,,,
"2019-11-27T01:48:52.987Z",gmmcontra,10.67.59.24,hive,QUERY,"bddlorg:trans_execution_gmmapr",true,,,,,,,,,"INSERT OVERWRITE DIRECTORY '/tmp/TRANS_EXECUTION_GMMAPR'
ROW FORMAT DELIMITED FIELDS TERMINATED BY '|' STORED AS TEXTFILE
SELECT TABLA_APR,WF_NAME,WORKFLOW,SUM(
CASE ESTATUS_CRU
WHEN 'PENDIENTE' THEN 1
ELSE '0'
END) as faltante
FROM bddlorg.TRANS_EXECUTION_GMMAPR
GROUP BY TABLA_APR , WF_NAME,WORKFLOW
HAVING faltante=0",,,,,,bddlorg,TABLE,"/user/hive/warehouse/bddlorg.db/trans_execution_gmmapr","trans_execution_gmmapr"
"2019-11-27T01:48:52.987Z",gmmcontra,10.67.59.24,hive,QUERY,:,true,,,,,,,,,"INSERT OVERWRITE DIRECTORY '/tmp/TRANS_EXECUTION_GMMAPR'
ROW FORMAT DELIMITED FIELDS TERMINATED BY '|' STORED AS TEXTFILE
SELECT TABLA_APR,WF_NAME,WORKFLOW,SUM(
CASE ESTATUS_CRU
WHEN 'PENDIENTE' THEN 1
ELSE '0'
END) as faltante
FROM bddlorg.TRANS_EXECUTION_GMMAPR
GROUP BY TABLA_APR , WF_NAME,WORKFLOW
HAVING faltante=0",,,,,,,DFS_DIR,"/tmp/TRANS_EXECUTION_GMMAPR",
"2019-11-27T01:48:21.197Z",gmmcontra,10.67.59.23,hive,QUERY,"bddlorg:trans_execution_gmmapr",true,,,,,,,,,"UPDATE bddlorg.TRANS_EXECUTION_GMMAPR
SET ESTATUS_CRU= 'FINALIZADO',
FECHA_CRU=  FROM_UNIXTIME( UNIX_TIMESTAMP(), 'dd/MM/YYYY HH:mm:ss' )
WHERE TABLA_CRU=UCASE('KCIN42T')",,,,,,bddlorg,TABLE,"/user/hive/warehouse/bddlorg.db/trans_execution_gmmapr","trans_execution_gmmapr"
"2019-11-27T01:45:48.373Z",anonymous,10.67.59.28,hive,QUERY,"bddladm:adm_monitor_blocks",true,,,,,,,,,"INSERT INTO bddladm.adm_monitor_blocks VALUES (11486,'2019-11-26 19:45:10','2019-11-26','19:45:10','','','','','','','','Sin Bloqueo','','','','','','')",,,,,,bddladm,TABLE,"/user/hive/warehouse/bddladm.db/adm_monitor_blocks",adm_monitor_blocks
