Timestamp,Username,"IP Address","Service Name",Operation,Resource,Allowed,Impersonator,Family,Qualifier,"Delegation Token ID",Destination,Permissions,Source,"Usage Type","Operation Text",url,Privilege,"Query ID","Session ID",Status,"Database Name","Object Type","Resource Path","Table Name"
"2019-12-06T01:38:09.000Z",usrdes01,10.67.59.12,impala,QUERY,"bddldes:aut_siniestro_cob_afecta_insumo_nvos_04122019",true,,,,,,,,,"select * from bddldes.aut_siniestro_cob_afecta_insumo_nvos_04122019 limit 100",,SELECT,"474adec2e0b38e56:1432e7a400000000","c444ed862c5c04a:3dee679016e6cd8f",,bddldes,TABLE,,"aut_siniestro_cob_afecta_insumo_nvos_04122019"
"2019-12-06T01:38:09.000Z",usrdes01,10.67.59.12,impala,QUERY,null:null,true,,,,,,,,,GET_TABLES,,,"c548850f4b5c888e:a908b3fe00000000","c444ed862c5c04a:3dee679016e6cd8f",,,,,
"2019-12-06T01:16:48.000Z",gmmcontra,10.67.59.12,impala,QUERY,bddlcru:kacm56t,true,,,,,,,,,"select sistorig, count(*), cast(tscdc as char(10)) from BDDLCRU.KACM56T where cast(tscdc as char(10)) in ('2019-11-14','2019-11-15','2019-11-16','2019-11-17','2019-11-18','2019-11-19','2019-11-20','2019-11-21','2019-11-22','2019-11-23') group by sistorig, cast(tscdc as char(10))",,SELECT,"7a4a4cbba4ec3dc0:94f84de000000000","ae4d20b460273fdb:75452b3c6db210bf",,bddlcru,TABLE,,kacm56t
"2019-12-06T01:16:16.000Z",gmmcontra,10.67.59.12,impala,QUERY,bddlcru:kacm56t,true,,,,,,,,,"select sistorig, count(*), cast(tsultmod as char(10)) from BDDLCRU.KACM56T where cast(tsultmod as char(10)) in ('2019-11-14','2019-11-15','2019-11-16','2019-11-17','2019-11-18','2019-11-19','2019-11-20','2019-11-21','2019-11-22','2019-11-23') group by sistorig, cast(tsultmod as char(10))",,SELECT,"9b4f930a92487b3b:f405d46700000000","ae4d20b460273fdb:75452b3c6db210bf",,bddlcru,TABLE,,kacm56t
"2019-12-06T01:16:13.000Z",gmmcontra,10.67.59.12,impala,QUERY,null:null,true,,,,,,,,,GET_TABLES,,,"2740c420df64bfc7:2704279900000000","ae4d20b460273fdb:75452b3c6db210bf",,,,,
"2019-12-06T01:14:59.000Z",gmmcontra,10.67.59.12,impala,QUERY,bddlorg:kacm56t,true,,,,,,,,,"select count(*) from bddlorg.kacm56t",,SELECT,"f64a039473557e9b:15a5194400000000","ae4d20b460273fdb:75452b3c6db210bf",,bddlorg,TABLE,,kacm56t
"2019-12-06T01:14:56.000Z",gmmcontra,10.67.59.12,impala,QUERY,null:null,true,,,,,,,,,GET_TABLES,,,"c64d04c8218a5fdc:a5189d6000000000","ae4d20b460273fdb:75452b3c6db210bf",,,,,
"2019-12-06T01:14:54.000Z",gmmcontra,10.67.59.12,impala,QUERY,null:null,true,,,,,,,,,GET_TABLES,,,"b945d8f494449806:c06ddf8100000000","ae4d20b460273fdb:75452b3c6db210bf",,,,,
"2019-12-06T01:14:53.000Z",gmmcontra,10.67.59.12,impala,QUERY,null:null,true,,,,,,,,,GET_TABLES,,,"24c3b146ea2357e:9f865a3f00000000","ae4d20b460273fdb:75452b3c6db210bf",,,,,
"2019-12-06T01:14:43.000Z",gmmcontra,10.67.59.12,impala,QUERY,null:null,true,,,,,,,,,GET_TABLES,,,"384296770b81222a:cae031e800000000","ae4d20b460273fdb:75452b3c6db210bf",,,,,
"2019-12-06T01:14:39.000Z",gmmcontra,10.67.59.12,impala,QUERY,null:null,true,,,,,,,,,GET_TABLES,,,"334b8ae90327f15a:bb5ea70900000000","ae4d20b460273fdb:75452b3c6db210bf",,,,,
