Timestamp,Username,"IP Address","Service Name",Operation,Resource,Allowed,Impersonator,Family,Qualifier,"Delegation Token ID",Destination,Permissions,Source,"Usage Type","Operation Text",url,Privilege,"Query ID","Session ID",Status,"Database Name","Object Type","Resource Path","Table Name"
"2019-12-07T01:59:42.000Z",gmmcontra,10.67.59.12,impala,QUERY,"bddlapr:cnm_gmm_proyecto_gd_hist",true,,,,,,,,,"select fch_registro, count(*),cve_sistema from bddlapr.cnm_gmm_proyecto_gd_hist
 where to_date(fch_registro)>=to_date(""2019-11-14"")
 and to_date(fch_registro)<to_date(""2019-11-29"") group by fch_registro,cve_sistema
 order by fch_registro asc",,SELECT,"6466bb4cb462f09:f1b3691500000000","95444609bac625be:1b4cc0c87c131395",,bddlapr,TABLE,,"cnm_gmm_proyecto_gd_hist"
"2019-12-07T01:58:25.000Z",gmmcontra,10.67.59.12,impala,QUERY,"bddlapr:cnm_gmm_proyecto_gd",true,,,,,,,,,"select fch_registro, count(*),cve_sistema from bddlapr.cnm_gmm_proyecto_gd
 where to_date(fch_registro)>=to_date(""2019-11-22"")
 and to_date(fch_registro)<to_date(""2019-11-23"") group by fch_registro,cve_sistema
 order by fch_registro asc",,SELECT,"914fb1797b573dd8:e9d47b300000000","95444609bac625be:1b4cc0c87c131395",,bddlapr,TABLE,,cnm_gmm_proyecto_gd
"2019-12-07T01:58:05.000Z",gmmcontra,10.67.59.12,impala,QUERY,"bddlapr:cnm_gmm_proyecto_gd",true,,,,,,,,,"select fch_registro, count(*),cve_sistema from bddlapr.cnm_gmm_proyecto_gd
 where to_date(fch_registro)>=to_date(""2019-11-21"")
 and to_date(fch_registro)<to_date(""2019-11-22"") group by fch_registro,cve_sistema
 order by fch_registro asc",,SELECT,"1246facafc8fbef5:90c965ff00000000","95444609bac625be:1b4cc0c87c131395",,bddlapr,TABLE,,cnm_gmm_proyecto_gd
"2019-12-07T01:55:50.000Z",gmmcontra,10.67.59.12,impala,QUERY,"bddlapr:cnm_gmm_proyecto_gd_hist",true,,,,,,,,,"select fch_registro, count(*),cve_sistema from bddlapr.cnm_gmm_proyecto_gd_hist  
 where to_date(fch_registro)>=to_date(""2019-11-21"")
 and to_date(fch_registro)<to_date(""2019-11-22"") group by fch_registro,cve_sistema
 order by fch_registro asc",,SELECT,"6f42a3dccba90072:d2abdbe200000000","95444609bac625be:1b4cc0c87c131395",,bddlapr,TABLE,,"cnm_gmm_proyecto_gd_hist"
"2019-12-07T01:55:24.000Z",gmmcontra,10.67.59.12,impala,QUERY,"bddlapr:cnm_gmm_proyecto_gd_hist",true,,,,,,,,,"select fch_registro, count(*),cve_sistema from bddlapr.cnm_gmm_proyecto_gd_hist  
 where to_date(fch_registro)>=to_date(""2019-11-22"")
 and to_date(fch_registro)<to_date(""2019-11-23"") group by fch_registro,cve_sistema
