Timestamp,Username,"IP Address","Service Name",Operation,Resource,Allowed,Impersonator,Family,Qualifier,"Delegation Token ID",Destination,Permissions,Source,"Usage Type","Operation Text",url,Privilege,"Query ID","Session ID",Status,"Database Name","Object Type","Resource Path","Table Name"
"2019-12-03T01:01:35.000Z",gmmcontra,10.67.59.12,impala,QUERY,"bddldes:ml_gmm_siniestralidad_primera",true,,,,,,,,,"select count(*) from  bddldes.ml_gmm_siniestralidad_primera",,SELECT,"c048268a080d35af:424fa46b00000000","bd462f1a3934a775:53b322cfcac25ba3",,bddldes,TABLE,,"ml_gmm_siniestralidad_primera"
"2019-12-03T00:59:57.000Z",gmmcontra,10.67.59.12,impala,QUERY,"bddldes:ml_gmm_padecimientos_declarados",true,,,,,,,,,"select count(*) from  bddldes.ml_gmm_padecimientos_declarados",,SELECT,"4406eed0ef7517b:6200cc4f00000000","6c4a6eeba3221c78:8b12dcfe3829219d",,bddldes,TABLE,,"ml_gmm_padecimientos_declarados"
"2019-12-03T00:59:07.000Z",gmmcontra,10.67.59.12,impala,QUERY,"bddldes:ml_gmm_asegurado_primera_aparicion_predict",true,,,,,,,,,"select count(*) from  bddldes.ml_gmm_asegurado_primera_aparicion_predict",,SELECT,"5640247f0b000364:f8893aad00000000","e544668f830966c0:ceba847935cf95a5",,bddldes,TABLE,,"ml_gmm_asegurado_primera_aparicion_predict"
"2019-12-03T00:57:14.000Z",gmmcontra,10.67.59.12,impala,QUERY,"bddldes:ml_gmm_actividades_deportivas",true,,,,,,,,,"select count(*) from  bddldes.ml_gmm_actividades_deportivas",,SELECT,"d445cd0f69e0f9f8:c188958100000000","e943240911517845:d2602258d7415eb4",,bddldes,TABLE,,"ml_gmm_actividades_deportivas"
"2019-12-03T00:55:30.000Z",gmmcontra,10.67.59.12,impala,QUERY,"bddldes:ml_gmm_actividades_laborales",true,,,,,,,,,"select count(*) from  bddldes.ml_gmm_actividades_laborales",,SELECT,"a4db8df7c4dd763:14efa28e00000000","974733cf6e00ad54:e99b25e658d6fb8b",,bddldes,TABLE,,"ml_gmm_actividades_laborales"
"2019-12-03T00:47:59.000Z",usrdes01,10.67.59.12,impala,QUERY,"bddldes:aut_reserva_salvamento_v2",true,,,,,,,,,"select distinct hour(feocusin_fch),hour(fecomuni_fch),hour(fch_contable) from bddldes.aut_reserva_salvamento_v2 where fch_contable is not null",,SELECT,"4449162da525016a:9486151a00000000","264767faf16a339b:61c2fa4dc4fa79bf",,bddldes,TABLE,,"aut_reserva_salvamento_v2"
"2019-12-03T00:44:29.000Z",usrdes01,10.67.59.12,impala,QUERY,"bddlapr:aut_siniestro_cob_afecta_140819_021219",true,,,,,,,,,"select count (*) from  bddlapr.aut_siniestro_cob_afecta_140819_021219",,SELECT,"a441062bc220b2a7:af70491700000000","264767faf16a339b:61c2fa4dc4fa79bf",,bddlapr,TABLE,,"aut_siniestro_cob_afecta_140819_021219"
"2019-12-03T00:44:20.000Z",usrdes01,10.67.59.12,impala,QUERY,null:null,true,,,,,,,,,GET_TABLES,,,"474d47cea2ad8663:f038321400000000","264767faf16a339b:61c2fa4dc4fa79bf",,,,,
"2019-12-03T00:33:56.000Z",usrdes01,10.67.59.12,impala,QUERY,"bddldes:aut_reserva_salvamento_v2",true,,,,,,,,,"select distinct hour(feocusin_fch),hour(fecomuni_fch),hour(fch_contable) from bddldes.aut_reserva_salvamento_v2 where fch_contable is not null",,SELECT,"9f4e4397b013ca83:f471a05a00000000","264767faf16a339b:61c2fa4dc4fa79bf",,bddldes,TABLE,,"aut_reserva_salvamento_v2"
"2019-12-03T00:31:39.000Z",usrdes01,10.67.59.12,impala,QUERY,"bddldes:aut_reserva_salvamento_v2",true,,,,,,,,,"select distinct hour(feocusin_fch),hour(fecomuni_fch),hour(fch_contable) from bddldes.aut_reserva_salvamento_v2 where fch_contable is not null",,SELECT,"c849d8fe843dac5a:65af9c6400000000","264767faf16a339b:61c2fa4dc4fa79bf",,bddldes,TABLE,,"aut_reserva_salvamento_v2"
